Tipo,Año Fab.,Marca,Modelo,Versión,Tasación,Valor Permiso,Antigüedad_Veh
Hatchback,2013,HYUNDAI,ACENTO,RB HB 1.4 GL AV 1AB 6MT,3906724,47548,10
Sedán,2013,HYUNDAI,ACENTO,RB 1.6 GL AC 2AB 6MT,4402503,57463,10
SUV,2013,HYUNDAI,TUCSON,LM CRDI GL 4WD EN,7127645,122069,10
Hatchback,2013,HYUNDAI,I30,1.6 GLS AC 2AB ABS,5151207,72437,10
Sedán,2013,HYUNDAI,SONATA,YF 2.0 GLS AL SOL,6990253,117947,10
Hatchback,2013,HYUNDAI,I 10,1.1 FL GLS (BASE),2561529,25615,10
Sedán,2013,HYUNDAI,ACENTO,RB 1.4 GL AC 2AB,4090940,51232,10
Sedán,2013,HYUNDAI,ELANTRA,MD 1.6 GLS AC 2AB ABS,5123058,71874,10
Sedán,2013,HYUNDAI,ACENTO,DIESEL RB 1.6 GL (C),4100323,51420,10
VAN,2013,HYUNDAI,H1,FURGON GL CRDI A2 3S,7055933,119918,10
SUV,2013,HYUNDAI,TUCSON,2.0 CRDI GL 2WD E4,6980415,117652,10
SUV,2013,HYUNDAI,TUCSON,LM CRDI GL HOMO E5,6798544,112196,10
SUV,2013,HYUNDAI,SANTA FE,CM FL CRDI GLS COMPLETO,9318768,187803,10
SUV,2013,HYUNDAI,SANTA FE,DM2.2 CRDI GLS 2WD MT,8270839,156365,10
SUV,2013,HYUNDAI,SANTA FE,DM 2.4 GLS 4WD EN,8496014,163120,10
Camioneta,2013,HYUNDAI,PORTERO,HR STD CRDI CH PS ELWB,5830895,86031,10
Sedán,2013,HYUNDAI,SONATA,YF 2.0 GLS EN,6596172,106125,10
VAN,2013,HYUNDAI,H1,FURGON GL 2.5 CRDI 3S,6596172,106125,10
Hatchback,2013,HYUNDAI,I30,GD 1.6 GLS SUN MT DSL,6455428,101902,10
Sedán,2013,HYUNDAI,GÉNESIS,COUPE 2.0T MT6 FL,7740884,140466,10
Hatchback,2013,HYUNDAI,I40,SW 2.0 GLS COMPLETO,8031754,149192,10
Sedán,2013,HYUNDAI,ACENTO,RB 1.4 GL AC 6MT,4013283,49679,10
Sedán,2013,HYUNDAI,GÉNESIS,COUPE 2.0T AT8 FL,8502279,163308,10
SUV,2013,HYUNDAI,TUCSON,LM CRDI GL 4WD MT,6876488,114534,10
Camioneta,2013,HYUNDAI,PORTERO,2.5 A2 HOMOLOGACION E5,5830895,86031,10
Sedán,2013,HYUNDAI,EQUUS,VI VS 460 4.6 AT,17714896,489390,10
Hatchback,2013,HYUNDAI,I 10,1.2 FL GLS AC,3227714,33967,10
Hatchback,2013,HYUNDAI,I30,GD 1.8 GLS COMPLETO MT,5986284,89139,10
SUV,2013,HYUNDAI,SANTA FE,FLCM 2.4 GLS 2WD CLIM,6840127,113443,10
VAN,2013,HYUNDAI,VERACRUZ,3.0 GLS CRDI 4WD CLIM,10546368,224631,10
Sedán,2013,HYUNDAI,ACENTO,RB 1.4 GL AV 6MT,3693258,43278,10
Hatchback,2013,HYUNDAI,ACENTO,RB HB 1.4GLS AC 2AB 6MT,4401576,57445,10
Sedán,2013,HYUNDAI,ELANTRA,JK 1.6 MT GL,4843618,66286,10
Sedán,2013,HYUNDAI,ACENTO,RB 1.6 GL AC TAXI 6MT,4229516,54004,10
SUV,2013,HYUNDAI,SANTA FE,DM GLS CRDI 4WD HOMO,8444051,161561,10
SUV,2013,HYUNDAI,SANTA FE,DM 2.4 GLS 2WD MT,7214251,124667,10
SUV,2013,HYUNDAI,TUCSON,CRDI GL 4WD 2AB AC,7262357,126110,10
Camioneta,2013,HYUNDAI,PORTERO,HR HD TDI PS LWB,5488991,79193,10
Sedán,2013,HYUNDAI,ACENTO,RB 1.6 GL AC 2AB AT,4363044,56674,10
Hatchback,2013,HYUNDAI,VELOSTER,1.6 GLS LLENO EN,6202090,94302,10
SUV,2013,HYUNDAI,TUCSON,LM 2.0GL 4WD AC 2AB,6549257,104717,10
Sedán,2013,HYUNDAI,ELANTRA,JK 1.8 EN GLS,6236158,95324,10
SUV,2013,HYUNDAI,TUCSON,LM CRDI GL HOMO E5,7006397,118432,10
SUV,2013,HYUNDAI,SANTA FE,CM FL GLS 4WD COMPLETO,8634584,167277,10
Camioneta,2013,HYUNDAI,PORTERO,HR STD CRDI CH ELWB E4,5830895,86031,10
Sedán,2013,HYUNDAI,GÉNESIS,GLS 3.3 AT8,10353232,218837,10
Hatchback,2013,HYUNDAI,ACENTO,RB HB 1.4GLS AC 2AB ABS,4100323,51420,10
Sedán,2013,HYUNDAI,ACENTO,RB 1.6 GL (C),3734390,44101,10
SUV,2013,HYUNDAI,TUCSON,LM 2.0 CRDI GL AC,6492960,103028,10
SUV,2013,HYUNDAI,SANTA FE,DM CRDI GLS 4WD COMPLETO,10730440,230153,10
SUV,2013,HYUNDAI,SANTA FE,CM FL 2.4 GLS 2WD 6MT,6798544,112196,10
VAN,2013,HYUNDAI,H1,MB GL CRDI A2 HOMO E5,8319499,157825,10
Sedán,2014,HYUNDAI,ELANTRA,MD 1.6 GLS AC 2AB ABS,5413927,77692,9
Hatchback,2014,HYUNDAI,ACENTO,RB 1.6 GLS 2AB ABS,5104292,71499,9
Camioneta,2014,HYUNDAI,PORTERO,HR STD CRDI CAM PS ELWB,6474194,102465,9
Sedán,2014,HYUNDAI,AZERA,HG 3.0 AT,9467336,192260,9
Hatchback,2014,HYUNDAI,I40,SW 2.0 GLS COMPLETO ARO 17,8557196,164955,9
SUV,2014,HYUNDAI,SANTA FE,DM CRDI GLS 4WD COMPLETO,11625401,257002,9
Hatchback,2014,HYUNDAI,EÓN,"0,8 GL",2688014,26880,9
Sedán,2014,HYUNDAI,ELANTRA,JK FL 1.6 GLS MT,5862170,86657,9
SUV,2014,HYUNDAI,TUCSON,LM FL GL 4WD 2AB A,7600661,136259,9
SUV,2014,HYUNDAI,TUCSON,LM 2.0GL 4WD AC 2AB,6830744,113162,9
Hatchback,2014,HYUNDAI,I30,GD 1.6 GLS SUN MT DSL,7121613,121888,9
Hatchback,2014,HYUNDAI,I30,GD 1.8 GLS LLENO EN,7168528,123295,9
VAN,2014,HYUNDAI,H1,FURGON GL CRDI A2 D.PT,7853479,143844,9
VAN,2014,HYUNDAI,VERACRUZ,3.8 GLS AT6 4WD COMPLETO,12422946,280928,9
SUV,2014,HYUNDAI,SANTA FE,DM2.2 CRDI GLS 2WD EN,9551782,194793,9
Camioneta,2014,HYUNDAI,PORTERO,HR STD CRDI A2 CARRO PS,7638874,137406,9
VAN,2014,HYUNDAI,H1,MB GLS CRDI A2 AL COMPLETO,10943188,236535,9
Sedán,2014,HYUNDAI,AZERA,HG 3.0 EN NAV BT E4,10446577,221637,9
Hatchback,2014,HYUNDAI,ACENTO,RB HB 1.4 GL AV 1AB,4081557,51044,9
Hatchback,2014,HYUNDAI,I30,GD 1.6 GLS MT,5610968,81633,9
Sedán,2014,HYUNDAI,GÉNESIS,COUPE 2.0T MT6 FL,8632259,167207,9
Sedán,2014,HYUNDAI,ACENTO,RB 1.4 GL AC 6MT,4353661,56486,9
Sedán,2014,HYUNDAI,ACENTO,RB 1.6 GL AC 2AB 6MT,4775891,64931,9
SUV,2014,HYUNDAI,TUCSON,LM CRDI GL 4WD EN,7722118,139903,9
Sedán,2014,HYUNDAI,ELANTRA,MD FL GLS 1.6 2AB ABS,5913972,87693,9
Sedán,2014,HYUNDAI,SONATA,YF 2.0 GLS AL SOL,7806564,142437,9
Hatchback,2014,HYUNDAI,VELOSTER,1.6 GLS COMPLETO MT,6624320,106969,9
SUV,2014,HYUNDAI,TUCSON,LM 2.0 CRDI GL AC,7055933,119918,9
SUV,2014,HYUNDAI,TUCSON,LM 2.0 GLS 4WD COMPLETO,8200646,154259,9
Camioneta,2014,HYUNDAI,PORTERO,HR STD CRDI CHA PS ELWB,6258388,95991,9
Sedán,2014,HYUNDAI,ELANTRA,MD 1.8 GLS ESP + CLIM,6267770,96273,9
Hatchback,2014,HYUNDAI,I40,SW 2.0 GL ARO 17,7853479,143844,9
SUV,2014,HYUNDAI,SANTA FE,DM 2.4 GLS 2WD EN,8360155,159044,9
VAN,2014,HYUNDAI,H1,SW GLS CRDI 9S AC 2AB,10893535,235046,9
Sedán,2014,HYUNDAI,ACENTO,RB GL 2AB 6MT ECODRIVE,5275090,74915,9
SUV,2014,HYUNDAI,TUCSON,LM FL GL 2WD WCE2,7021316,118879,9
SUV,2014,HYUNDAI,TUCSON,LM FL GLS 4WD COMPLETO,9061993,180099,9
Camioneta,2014,HYUNDAI,PORTERO,HR STD CRDI A2 DC PS AV,7638874,137406,9
Hatchback,2014,HYUNDAI,ACENTO,RB 1.6 GLS 2AB DIESEL,5235653,74126,9
SUV,2014,HYUNDAI,TUCSON,LM GL 2WD 5MT BASE,5451459,78442,9
Camioneta,2014,HYUNDAI,PORTERO,HR STD CRDI A2 PS AV E5,6474194,102465,9
Sedán,2014,HYUNDAI,GÉNESIS,COUPE 3.8 FL BREMBO,11062427,240112,9
Hatchback,2014,HYUNDAI,I 10,BA 1.2 GLS AB AC,3733833,44090,9
Sedán,2014,HYUNDAI,ACENTO,RB 1.6 GL (C) GLP,5275090,74915,9
SUV,2014,HYUNDAI,TUCSON,LM FL CRDI GL 2AB,7592013,136000,9
VAN,2014,HYUNDAI,H1,MB GLS CRDI A2 9S AV,9567768,195273,9
VAN,2014,HYUNDAI,GRAN SANTA FE,NC GLS,10040569,209457,9
Hatchback,2014,HYUNDAI,I 10,1.1 FL GLS,2936845,29368,9
Hatchback,2014,HYUNDAI,I 10,1.2 FL GLS AC,3490435,39222,9
Hatchback,2014,HYUNDAI,I 10,1.2 EN FL GLS AC,3743773,44289,9
Hatchback,2014,HYUNDAI,VELOSTER,1.6 GLS,5554671,80507,9
SUV,2014,HYUNDAI,TUCSON,LM 2.0GL 4WD AC 2AB,7102848,121325,9
Sedán,2014,HYUNDAI,ACENTO,RB 1.6 GL AC TAXI 6MT,4588233,61178,9
Camioneta,2014,HYUNDAI,PORTERO,HR STD CRDI CH PS ELWB,6258388,95991,9
SUV,2014,HYUNDAI,TUCSON,LM FL CRDI GLS FU,10047745,209672,9
SUV,2014,HYUNDAI,TUCSON,LM FL GL 2WD 2AB A,6822436,112913,9
SUV,2014,HYUNDAI,TUCSON,LM FL GL 4WD 2AB A,7254783,125883,9
Sedán,2014,HYUNDAI,ACENTO,RB 1.6 GL AC 2AB AT,4850954,66432,9
Sedán,2014,HYUNDAI,ELANTRA,JK 1.8 MT GLS,6427280,101058,9
SUV,2014,HYUNDAI,SANTA FE,DM 2.4 GLS 2WD MT,7815947,142718,9
Sedán,2014,HYUNDAI,GÉNESIS,GLS 3.3 AT8,11231319,245179,9
Sedán,2014,HYUNDAI,ELANTRA,MD FL GLS 1.6 AC 2AB,5430493,78023,9
SUV,2014,HYUNDAI,TUCSON,LM FL CRDI GL 4WD,8352944,158828,9
VAN,2014,HYUNDAI,GRAN SANTA FE,NC GLS 4WD COMPLETO,12129488,272124,9
SUV,2014,HYUNDAI,TUCSON,LM 2.0GL 2WD AC 2AB,6633703,107251,9
VAN,2014,HYUNDAI,H1,MB GLS CRDI 10S AC 2AB,9326593,188037,9
Sedán,2014,HYUNDAI,ACENTO,RB 1.4 GL AV AC,4259832,54610,9
VAN,2014,HYUNDAI,SANTA FE,FL CM 2.2 GLS 2WD 7 piezas,7937925,146377,9
VAN,2014,HYUNDAI,VERACRUZ,3.0 GLS CRDI 4WD CLIM,11653549,257846,9
Sedán,2014,HYUNDAI,SONATA,YF 2.0 GLS EN AERO,7187294,123858,9
SUV,2014,HYUNDAI,TUCSON,LM CRDI GL 4WD MT,7450015,131740,9
SUV,2014,HYUNDAI,TUCSON,LM FL GL 2WD 2AB A,7064550,120176,9
SUV,2014,HYUNDAI,TUCSON,LM FL GL 2WD WCE1,6969434,117323,9
VAN,2014,HYUNDAI,GRAN SANTA FE,NC CRDI GLS FU,13126668,305861,9
VAN,2015,HYUNDAI,H1,MB GLS CRDI A2 9S AV,10443156,221534,8
VAN,2015,HYUNDAI,H1,FG 2.5 CRDI 6M / T GL 3S DP,9015516,178705,8
VAN,2015,HYUNDAI,H1,MB 2.5 CRDI 6M / T GL 10S AC,10513822,223654,8
VAN,2015,HYUNDAI,H1,MB GLS CRDI 10S AC 2AB,10649580,227727,8
VAN,2015,HYUNDAI,GRAN SANTA FE,NC 3.3 GLS 2WD,10847730,233671,8
VAN,2015,HYUNDAI,H1,FURGON GL CRDI A2 3S,9400794,190263,8
VAN,2015,HYUNDAI,H1,FG 2.5 CRDI 6M / T GL 3S,8921337,175880,8
SUV,2015,HYUNDAI,TUCSON,LM FL GL 2WD 2AB A,7665821,138214,8
SUV,2015,HYUNDAI,TUCSON,LM P / E 5DR GLS COMPLETO,10158204,212986,8
SUV,2015,HYUNDAI,TUCSON,LM FL GL 4WD 2AB A,8247560,155666,8
SUV,2015,HYUNDAI,TUCSON,LM P / E 5DR GL AB ABS,6998830,118205,8
SUV,2015,HYUNDAI,SANTA FE,DM WGN GLS COMPLETO,12250105,275743,8
SUV,2015,HYUNDAI,SANTA FE,DM CRDI GLS 4WD COMPLETO,12854559,294977,8
SUV,2015,HYUNDAI,TUCSON,LM FL CRDI GL 4WD,9063872,180156,8
SUV,2015,HYUNDAI,TUCSON,TL 6AT GL ADVANCE,8238476,155394,8
SUV,2015,HYUNDAI,TUCSON,LM P / E 5DR GL AC 2AB A,8143780,152553,8
SUV,2015,HYUNDAI,TUCSON,LM P / E 5DR CRDI GL AC,8746386,170631,8
SUV,2015,HYUNDAI,SANTA FE,DM2.2 CRDI GLS 2WD MT,10199201,214216,8
SUV,2015,HYUNDAI,TUCSON,LM P / E 5DR GL AC 2ABABS,7549784,134733,8
SUV,2015,HYUNDAI,SANTA FE,DM2.2 CRDI GLS 2WD EN,10799706,232231,8
SUV,2015,HYUNDAI,TUCSON,LM FL GL 2WD 2AB A,7403100,130333,8
SUV,2015,HYUNDAI,TUCSON,TL CRDI 6AT GL ADVANCE,9116558,181736,8
SUV,2015,HYUNDAI,TUCSON,LM P / E 5DR CRDI GL 4WD,9710554,199556,8
SUV,2015,HYUNDAI,TUCSON,TL 6MT GL ACTIVO,7196829,124144,8
SUV,2015,HYUNDAI,TUCSON,LM FL GL AC / L 1AB,6938569,116397,8
SUV,2015,HYUNDAI,TUCSON,LM P / E 5DR CRDI GL 2AB,8393431,160043,8
SUV,2015,HYUNDAI,TUCSON,TL CRDI 6MT GL ADVANCE,8866906,174247,8
SUV,2015,HYUNDAI,SANTA FE,DM 2.4 GLS 4WD COMPLETO *,11828281,263088,8
Sedán,2015,HYUNDAI,GÉNESIS,COUPE BK 2DR 6M / T GLE4,10358320,218989,8
Sedán,2015,HYUNDAI,SONATA,LF 2.0 EN GLS 2.0 EN,9883960,204758,8
Sedán,2015,HYUNDAI,ELANTRA,MD FL GLS 1.6 2AB ABS,6427280,101058,8
Sedán,2015,HYUNDAI,ACENTO,TAXI RB GL AC DIESL 6MT,5695414,83321,8
Sedán,2015,HYUNDAI,ACENTO,RB SDN GL AC,5364592,76705,8
Sedán,2015,HYUNDAI,ACENTO,RB SDN GLS 2AB ABS,5666459,82742,8
Sedán,2015,HYUNDAI,ACENTO,RB 1.6 GL AC 2AB AT,5413927,77692,8
Sedán,2015,HYUNDAI,ELANTRA,MD FL GLS 1.8 AL COMPLETO,7825330,143000,8
Sedán,2015,HYUNDAI,I 10,I-10 BA 5DR 1.2 GLS ABAC,4519367,59801,8
Sedán,2015,HYUNDAI,I 10,I-10 BA 5DR 1.2 GLS AC,4036381,50141,8
Sedán,2015,HYUNDAI,ACENTO,RB SDN GL AC 2AB,4916105,67735,8
Sedán,2015,HYUNDAI,ELANTRA,MD SDN 6M / T GLS AC 2AB,5882077,87055,8
Sedán,2015,HYUNDAI,ACENTO,RB 1.4 GL AV AC,4672679,62867,8
Sedán,2015,HYUNDAI,ACENTO,RB 1.4 GL AC 6MT,4766508,64743,8
Sedán,2015,HYUNDAI,I 10,I-10 BA 5DR 1.2 GLS AB,3889761,47208,8
Sedán,2015,HYUNDAI,ACENTO,TAXI RB SDN CRDI GL AC,6201192,94275,8
Sedán,2015,HYUNDAI,ACENTO,RB 1.4 GL AC 2AB 6MT,4926017,67934,8
Sedán,2015,HYUNDAI,ELANTRA,MD SDN 6A / T AC 2AB ABS,6968795,117303,8
Sedán,2015,HYUNDAI,ACENTO,RB 1.6 GL AC DIESEL,5526522,79944,8
Sedán,2015,HYUNDAI,ACENTO,RB 1.6 GL AC 2AB 6MT,5254418,74502,8
Sedán,2015,HYUNDAI,I 10,I-10 BA 5DR 1.0 GL DH,3855262,46518,8
Sedán,2015,HYUNDAI,ELANTRA,MD SDN 6M / T AC 2AB ABS,6321939,97898,8
Sedán,2015,HYUNDAI,I 10,I-10 BA 5DR 1.0 GL BASE,3493022,39274,8
Sedán,2015,HYUNDAI,ACENTO,RB SDN GL AV,4924730,67908,8
Sedán,2015,HYUNDAI,ELANTRA,MD SDN 6M / T GL AB,5399091,77395,8
Sedán,2015,HYUNDAI,I 10,BA 5DR GLS 2AB AC,4226126,53936,8
Hatchback,2015,HYUNDAI,I 10,BA 1.2 GLS AB AC,4053408,50481,8
Hatchback,2015,HYUNDAI,I30,GD 1.8 GLS LLENO EN,7769033,141311,8
Hatchback,2015,HYUNDAI,ACENTO,RB HB GLS 2AB ABS 6MT,5404545,77504,8
Hatchback,2015,HYUNDAI,ACENTO,RB 5DR GLS AC 2AB ABS,5375870,76931,8
Hatchback,2015,HYUNDAI,ACENTO,RB 1.6 GLS 2AB ABS 6MT,5661544,82644,8
Hatchback,2015,HYUNDAI,VELOSTER,FS 4DR 6M / T GLS COMPLETO,7713204,139636,8
Hatchback,2015,HYUNDAI,ACENTO,RB 5DR GLS COMPLETO,6085726,91128,8
Hatchback,2015,HYUNDAI,VELOSTER,1.6 GLS PREMIUM,7872245,144407,8
Hatchback,2015,HYUNDAI,VELOSTER,FS 4DR 6A / T GLS COMPLETO,7721860,139895,8
Hatchback,2015,HYUNDAI,VELOSTER,FS 4DR 6M / T GLS,6466625,102238,8
Hatchback,2015,HYUNDAI,I30,GD 5DR 1.8 6M / T GLS COMPLETO,7791115,141973,8
Hatchback,2015,HYUNDAI,EÓN,"0,8 GLS",3321543,35844,8
Hatchback,2015,HYUNDAI,EÓN,"0,8 GL",2918079,29181,8
Hatchback,2015,HYUNDAI,I 10,BA 1.0 GL (BASE),3368457,36782,8
Hatchback,2015,HYUNDAI,I 10,BA 1.0 GL DH,3490435,39222,8
Hatchback,2015,HYUNDAI,I 10,BA 1.2 GLS AC,3884516,47104,8
Hatchback,2015,HYUNDAI,I 10,BA 1.2 GLS 2AB AC,4293770,55289,8
Hatchback,2015,HYUNDAI,ACENTO,RB HB 1.4 GL AV 1AB 6MT,4943029,68274,8
Hatchback,2015,HYUNDAI,ACENTO,RB HB 1.4GLS AC 2AB ABS,5226270,73939,8
Hatchback,2015,HYUNDAI,I30,GD 1.6 GLS MT,6098878,91391,8
Camioneta,2015,HYUNDAI,PORTERO,HR STD CRDI CH PS ELWB,7055933,119918,8
Camioneta,2015,HYUNDAI,PORTERO,0 2.5 CRDI GL CHASIS AV,7457452,131963,8
Hatchback,2016,HYUNDAI,I30,GD 1.6 GLS SOL MT,7722118,139903,7
Sedán,2016,HYUNDAI,I 10,I-10 BA 5DR 1.0 GL BASE,3800070,45415,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR GL AC 2ABABS,8012988,148629,7
Sedán,2016,HYUNDAI,EQUUS,"5,0 en",29800058,1019841,7
Sedán,2016,HYUNDAI,I 10,I-10 BA SDN GL 2AB,3972803,48869,7
Hatchback,2016,HYUNDAI,ACENTO,RB 5DR GL AC 2AB ABS SE,5945820,88330,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN 1.4 6MT GL 2AB,5377502,76963,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN 1.4 6M / T GL AV,5050026,70414,7
Sedán,2016,HYUNDAI,ELANTRA,ANUNCIO SDN GLS COMPLETO,9565750,195212,7
VAN,2016,HYUNDAI,H1,MB CRDI GLS 10S AC 2AB ABS,11473398,252442,7
Sedán,2016,HYUNDAI,GÉNESIS,DH 5.0 AT,22897475,709225,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR CRDI GL ABS,9035723,179311,7
VAN,2016,HYUNDAI,GRAN SANTA FE,NC 5DR CRDIFULL,16917351,457489,7
VAN,2016,HYUNDAI,H1,FG 2.5 CRDI 6M / T GL 3S DP,9880183,204645,7
Sedán,2016,HYUNDAI,I 10,BA 5DR GLS 2AB ABS,4955231,68518,7
Hatchback,2016,HYUNDAI,ACENTO,RB 5DR 1.4 GL 2AB ABSAC,5755969,84533,7
Hatchback,2016,HYUNDAI,I30,GD 5DR 1.6 CRDI GLS SOL,8724564,169977,7
SUV,2016,HYUNDAI,CRETA,GS 1.6 EN GLS 2AB ABS,7958907,147007,7
SUV,2016,HYUNDAI,SANTA FE,DM WGN 2.4 4WD GLS,10712259,229607,7
Sedán,2016,HYUNDAI,AZERA,HG SDN 3.0 6AT GLS,12823276,293726,7
Hatchback,2016,HYUNDAI,EÓN,"HA 5DR 0,8 5 M / T GL",3274629,34906,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN CRDI AC 2AB ABS,7431249,131177,7
SUV,2016,HYUNDAI,SANTA FE,DM WGN GLS,9992778,208023,7
Sedán,2016,HYUNDAI,I 10,BA SDN GL 2AB AC,4084834,51110,7
Sedán,2016,HYUNDAI,ACENTO,RB 1.4 GL 2AB AC ABS,6049691,90407,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN GLS AC 2AB ABS,6635701,107311,7
Camioneta,2016,HYUNDAI,PORTERO,0 2.5 CHASIS CRDI GLS,8346036,158621,7
Camioneta,2016,HYUNDAI,PORTERO,"2,5 CRDI GL DC",9260085,186042,7
SUV,2016,HYUNDAI,TUCSON,LM FL CRDI GL 2AB,9157701,182971,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN GL AC 2AB,5348247,76378,7
SUV,2016,HYUNDAI,TUCSON,TL 6MT GL ADVANCE,8388304,159889,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR GL AC 2ABABS,8228794,155103,7
SUV,2016,HYUNDAI,SANTA FE,DM WGN GLS COMPLETO,13351852,314869,7
Sedán,2016,HYUNDAI,ELANTRA,AD SDN GLS ABS INTELIGENTE,8057636,149969,7
Sedán,2016,HYUNDAI,ELANTRA,MD SDN 1.8,6945940,116618,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN 4A / T GL AC 2AB,6277153,96554,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR GL AB ABS,7628290,137088,7
SUV,2016,HYUNDAI,SANTA FE,DM WGN 4WD GLS,11559720,255031,7
Hatchback,2016,HYUNDAI,I 10,BA 1.2 GLS 2AB AC,4780820,65030,7
Hatchback,2016,HYUNDAI,ACENTO,RB HB GL CVT GL 2AB AC,6135673,92310,7
Hatchback,2016,HYUNDAI,ACENTO,RB 5DR 1.6 L LLENO,6420451,100853,7
SUV,2016,HYUNDAI,CRETA,GS 1.6 MT GLS 2AB ABS,7588925,135907,7
Sedán,2016,HYUNDAI,SONATA,LF 2.0 EN GLS 2.0 LMTED,11797758,262172,7
SUV,2016,HYUNDAI,TUCSON,TL 2.0 4WD GLS LIMITADO,11693140,259034,7
Sedán,2016,HYUNDAI,AZERA,HG SDN 2.4 6AT GLS,11048010,239680,7
VAN,2016,HYUNDAI,H1,FG 2.5 CRDI GL 3S 2AB D.PT,10157056,212951,7
Hatchback,2016,HYUNDAI,I30,GD 5DR 1.6 6M / T GLS,7074699,120481,7
Sedán,2016,HYUNDAI,ACENTO,TAXI RB SDN GL AC,5845540,86324,7
SUV,2016,HYUNDAI,TUCSON,TL 6MT GL ACTIVO,7844096,143562,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR CRDI GL 2AB,9148318,182689,7
Sedán,2016,HYUNDAI,I 10,BA 5DR GL BASE 2AB,3697033,43354,7
Sedán,2016,HYUNDAI,ACENTO,RB SDN L 2AB AC ABS LL,5903188,87477,7
Sedán,2016,HYUNDAI,GÉNESIS,DH 3.8 AT,20337991,594314,7
Hatchback,2016,HYUNDAI,I 10,BA 1.0 GL DH,3706242,43538,7
Sedán,2016,HYUNDAI,I 10,BA 5DR GLS 2AB AC,4597616,61366,7
Sedán,2016,HYUNDAI,I 10,I-10 BA 5DR 1.2 GLS AB,4231683,54047,7
Hatchback,2016,HYUNDAI,VELOSTER,FS 4DR 6M / T GLS PREMI,8923128,175933,7
Hatchback,2016,HYUNDAI,I30,GD 5DR 1.8 6A / T GLS COMPLETO,8791768,171993,7
Sedán,2016,HYUNDAI,SONATA,LF 2.0 EN GLS 2.0 EN,10752792,230823,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR GL ACL ABABS,7637672,137370,7
SUV,2016,HYUNDAI,SANTA FE,DM WGN CRDI 4WD GLS,12779496,291974,7
SUV,2016,HYUNDAI,SANTA FE,DM WGN CRDI GLS,11709847,259535,7
VAN,2016,HYUNDAI,H1,MB 2.5 CRDI 6M / T GLS 10SAC,11606635,256439,7
VAN,2016,HYUNDAI,GRAN SANTA FE,NC 5DR GLS,13229875,309990,7
Sedán,2016,HYUNDAI,I 10,BA 5DR GL DH 2AB,4188247,53178,7
Hatchback,2016,HYUNDAI,ACENTO,RB 5DR 1.6 GL AL COMPLETO,6066635,90746,7
Sedán,2016,HYUNDAI,ELANTRA,AD SDN GL 2AB,6808056,112481,7
Sedán,2016,HYUNDAI,ELANTRA,AD SDN GLS,9505426,193402,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR CRDI GLSFULL,11521056,253871,7
VAN,2016,HYUNDAI,GRAN SANTA FE,NC 5DR CRDI LS,15159152,387161,7
Hatchback,2016,HYUNDAI,VELOSTER,FS 4DR 6A / T GLS COMPLETO,8369538,159326,7
Sedán,2016,HYUNDAI,ELANTRA,MD SDN 6M / T GLS AC 2AB,6399131,100214,7
SUV,2016,HYUNDAI,TUCSON,TL 6AT GL ADVANCE,8979426,177622,7
SUV,2016,HYUNDAI,TUCSON,TL CRDI 6AT GL ADVANCE,9936480,206334,7
SUV,2016,HYUNDAI,TUCSON,LM P / E 5DR CRDI GL AC,9533016,194230,7
VAN,2016,HYUNDAI,H1,MB 2.5 CRDI GL 10S AC 2AB,11167667,243270,7
SUV,2017,HYUNDAI,SANTA FE,DM WGN GLS COMPLETO,14674840,367788,6
VAN,2017,HYUNDAI,H1,MB 2.5 CRDI 6M / T GL 10S AC,12329117,278113,6
Sedán,2017,HYUNDAI,I 10,I-10 BA SDN GL 2AB,4325512,55923,6
Sedán,2017,HYUNDAI,I 10,BA SDN GLS ABS COMPLETO,5216887,73751,6
Sedán,2017,HYUNDAI,ELANTRA,AD SDN GLS ABS INTELIGENTE,9232764,185223,6
Sedán,2017,HYUNDAI,ELANTRA,MD 1.8 GLS AC 2AB ABS,9026340,179030,6
Sedán,2017,HYUNDAI,ELANTRA,AD SDN GLS,10349328,218719,6
SUV,2017,HYUNDAI,SANTA FE,DM WGN 4WD GLS COMPLETO,15556832,403068,6
Sedán,2017,HYUNDAI,GÉNESIS,DH 3.8 AT,22143620,675302,6
Sedán,2017,HYUNDAI,ACENTO,RB SDN 1.4 GL 2AB ACL,6028898,89991,6
Hatchback,2017,HYUNDAI,I-20,ACTIVO 1.4 AT GL 2AB ABS,7434455,131273,6
SUV,2017,HYUNDAI,TUCSON,TL 2.0 CRDI TM GL ADNAV,10646773,227643,6
SUV,2017,HYUNDAI,SANTA FE,DM WGN CRDI GLS,12216523,274735,6
